product_id,category_id,name,description,price,discount_price,stock,image_url,status,created_at
1001,101,프리미엄 포기김치 (모델-1),이 상품은 식품 - 간편식 카테고리의 프리미엄 포기김치 (모델-1) 입니다. 최고의 품질을 보장합니다.,42000,37800,277,https://images.unsplash.com/photo-1546069901-ba9599a7e63c?q=80&w=300,FOR_SALE,2024-08-17 00:00:00
1002,105,신선한 캡슐 커피 (모델-2),이 상품은 식품 - 음료 카테고리의 신선한 캡슐 커피 (모델-2) 입니다. 최고의 품질을 보장합니다.,24000,,178,https://images.unsplash.com/photo-1514432324607-a09d9b4aefdd?q=80&w=300,FOR_SALE,2026-02-08 00:00:00
1003,104,산지직송 제주 갈치 (모델-3),이 상품은 식품 - 신선식품 카테고리의 산지직송 제주 갈치 (모델-3) 입니다. 최고의 품질을 보장합니다.,16000,15200,241,https://images.unsplash.com/photo-1519708227418-c8fd9a32b7a2?q=80&w=300,FOR_SALE,2026-05-08 00:00:00
1004,101,당도보장 수제 아몬드 견과 (모델-4),이 상품은 식품 - 간편식 카테고리의 당도보장 수제 아몬드 견과 (모델-4) 입니다. 최고의 품질을 보장합니다.,11000,,279,https://images.unsplash.com/photo-1599599810769-bcde5a160d32?q=80&w=300,FOR_SALE,2025-08-25 00:00:00
1005,105,프리미엄 수제 아몬드 견과 (모델-5),이 상품은 식품 - 음료 카테고리의 프리미엄 수제 아몬드 견과 (모델-5) 입니다. 최고의 품질을 보장합니다.,48000,,180,https://images.unsplash.com/photo-1599599810769-bcde5a160d32?q=80&w=300,FOR_SALE,2025-09-25 00:00:00
1006,104,자연산 통밀 식빵 (모델-6),이 상품은 식품 - 신선식품 카테고리의 자연산 통밀 식빵 (모델-6) 입니다. 최고의 품질을 보장합니다.,39000,,192,https://images.unsplash.com/photo-1509440159596-0249088772ff?q=80&w=300,FOR_SALE,2025-10-17 00:00:00
1007,100,국내산 밀키트 부대찌개 (모델-7),이 상품은 식품 - 가공식품 카테고리의 국내산 밀키트 부대찌개 (모델-7) 입니다. 최고의 품질을 보장합니다.,42000,,74,https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?q=80&w=300,FOR_SALE,2026-01-11 00:00:00
1008,102,국내산 햇반 즉석밥 (모델-8),이 상품은 식품 - 건강식품 카테고리의 국내산 햇반 즉석밥 (모델-8) 입니다. 최고의 품질을 보장합니다.,26000,23400,247,https://images.unsplash.com/photo-1586201375761-83865001e31c?q=80&w=300,FOR_SALE,2026-02-18 00:00:00
1009,101,프리미엄 한우 등심 (모델-9),이 상품은 식품 - 간편식 카테고리의 프리미엄 한우 등심 (모델-9) 입니다. 최고의 품질을 보장합니다.,30000,25500,262,https://images.unsplash.com/photo-1603048588665-791ca8aea617?q=80&w=300,FOR_SALE,2024-11-21 00:00:00
1010,104,당도보장 포기김치 (모델-10),이 상품은 식품 - 신선식품 카테고리의 당도보장 포기김치 (모델-10) 입니다. 최고의 품질을 보장합니다.,27000,23000,24,https://images.unsplash.com/photo-1546069901-ba9599a7e63c?q=80&w=300,FOR_SALE,2026-03-05 00:00:00
1011,100,자연산 캡슐 커피 (모델-11),이 상품은 식품 - 가공식품 카테고리의 자연산 캡슐 커피 (모델-11) 입니다. 최고의 품질을 보장합니다.,21000,,207,https://images.unsplash.com/photo-1514432324607-a09d9b4aefdd?q=80&w=300,FOR_SALE,2024-10-06 00:00:00
1012,104,신선한 포기김치 (모델-12),이 상품은 식품 - 신선식품 카테고리의 신선한 포기김치 (모델-12) 입니다. 최고의 품질을 보장합니다.,35000,29800,196,https://images.unsplash.com/photo-1546069901-ba9599a7e63c?q=80&w=300,FOR_SALE,2025-03-27 00:00:00
1013,100,프리미엄 햇반 즉석밥 (모델-13),이 상품은 식품 - 가공식품 카테고리의 프리미엄 햇반 즉석밥 (모델-13) 입니다. 최고의 품질을 보장합니다.,28000,22400,154,https://images.unsplash.com/photo-1586201375761-83865001e31c?q=80&w=300,FOR_SALE,2026-05-01 00:00:00
1014,101,당도보장 통밀 식빵 (모델-14),이 상품은 식품 - 간편식 카테고리의 당도보장 통밀 식빵 (모델-14) 입니다. 최고의 품질을 보장합니다.,44000,37400,56,https://images.unsplash.com/photo-1509440159596-0249088772ff?q=80&w=300,FOR_SALE,2026-05-03 00:00:00
1015,104,급속냉동 제주 갈치 (모델-15),이 상품은 식품 - 신선식품 카테고리의 급속냉동 제주 갈치 (모델-15) 입니다. 최고의 품질을 보장합니다.,49000,,182,https://images.unsplash.com/photo-1519708227418-c8fd9a32b7a2?q=80&w=300,FOR_SALE,2026-02-27 00:00:00
1016,101,당도보장 유기농 생수 (모델-16),이 상품은 식품 - 간편식 카테고리의 당도보장 유기농 생수 (모델-16) 입니다. 최고의 품질을 보장합니다.,49000,,192,https://images.unsplash.com/photo-1602143407151-7111542de6e8?q=80&w=300,FOR_SALE,2025-10-22 00:00:00
1017,102,유기농 제주 갈치 (모델-17),이 상품은 식품 - 건강식품 카테고리의 유기농 제주 갈치 (모델-17) 입니다. 최고의 품질을 보장합니다.,22000,,111,https://images.unsplash.com/photo-1519708227418-c8fd9a32b7a2?q=80&w=300,FOR_SALE,2025-10-07 00:00:00
1018,105,당도보장 수제 아몬드 견과 (모델-18),이 상품은 식품 - 음료 카테고리의 당도보장 수제 아몬드 견과 (모델-18) 입니다. 최고의 품질을 보장합니다.,30000,,293,https://images.unsplash.com/photo-1599599810769-bcde5a160d32?q=80&w=300,FOR_SALE,2025-01-01 00:00:00
1019,100,당도보장 수제 아몬드 견과 (모델-19),이 상품은 식품 - 가공식품 카테고리의 당도보장 수제 아몬드 견과 (모델-19) 입니다. 최고의 품질을 보장합니다.,26000,,47,https://images.unsplash.com/photo-1599599810769-bcde5a160d32?q=80&w=300,FOR_SALE,2024-09-24 00:00:00
1020,105,유기농 유기농 생수 (모델-20),이 상품은 식품 - 음료 카테고리의 유기농 유기농 생수 (모델-20) 입니다. 최고의 품질을 보장합니다.,7000,5600,191,https://images.unsplash.com/photo-1602143407151-7111542de6e8?q=80&w=300,FOR_SALE,2026-05-06 00:00:00
1021,101,유기농 유기농 생수 (모델-21),이 상품은 식품 - 간편식 카테고리의 유기농 유기농 생수 (모델-21) 입니다. 최고의 품질을 보장합니다.,37000,,101,https://images.unsplash.com/photo-1602143407151-7111542de6e8?q=80&w=300,FOR_SALE,2024-11-05 00:00:00
1022,103,급속냉동 밀키트 부대찌개 (모델-22),이 상품은 식품 - 베이커리/간식 카테고리의 급속냉동 밀키트 부대찌개 (모델-22) 입니다. 최고의 품질을 보장합니다.,8000,,84,https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?q=80&w=300,FOR_SALE,2025-11-11 00:00:00
1023,102,당도보장 제주 갈치 (모델-23),이 상품은 식품 - 건강식품 카테고리의 당도보장 제주 갈치 (모델-23) 입니다. 최고의 품질을 보장합니다.,35000,33200,204,https://images.unsplash.com/photo-1519708227418-c8fd9a32b7a2?q=80&w=300,FOR_SALE,2024-08-06 00:00:00
1024,101,신선한 포기김치 (모델-24),이 상품은 식품 - 간편식 카테고리의 신선한 포기김치 (모델-24) 입니다. 최고의 품질을 보장합니다.,28000,26600,74,https://images.unsplash.com/photo-1546069901-ba9599a7e63c?q=80&w=300,FOR_SALE,2024-11-21 00:00:00
1025,100,프리미엄 포기김치 (모델-25),이 상품은 식품 - 가공식품 카테고리의 프리미엄 포기김치 (모델-25) 입니다. 최고의 품질을 보장합니다.,17000,16200,40,https://images.unsplash.com/photo-1546069901-ba9599a7e63c?q=80&w=300,FOR_SALE,2025-03-30 00:00:00
1026,100,국내산 제주 갈치 (모델-26),이 상품은 식품 - 가공식품 카테고리의 국내산 제주 갈치 (모델-26) 입니다. 최고의 품질을 보장합니다.,47000,37600,46,https://images.unsplash.com/photo-1519708227418-c8fd9a32b7a2?q=80&w=300,FOR_SALE,2025-10-20 00:00:00
1027,102,국내산 제주 갈치 (모델-27),이 상품은 식품 - 건강식품 카테고리의 국내산 제주 갈치 (모델-27) 입니다. 최고의 품질을 보장합니다.,8000,6400,255,https://images.unsplash.com/photo-1519708227418-c8fd9a32b7a2?q=80&w=300,FOR_SALE,2025-02-28 00:00:00
1028,105,산지직송 유기농 생수 (모델-28),이 상품은 식품 - 음료 카테고리의 산지직송 유기농 생수 (모델-28) 입니다. 최고의 품질을 보장합니다.,22000,,114,https://images.unsplash.com/photo-1602143407151-7111542de6e8?q=80&w=300,FOR_SALE,2024-10-07 00:00:00
